transactionId,farmerId,logisticsId,shipmentDatetime,shipmentDate,shipmentTime,dataSource,generatorVersion,origin,originState,originCity,originHub,destination,destinationState,destinationCity,destinationMarket,season,routeDistanceKm,quantitySentCrates,averageCrateWeightKg,quantitySentKg,pricePerCrateNgn,packagingType,transportMode,roadCondition,checkpointDelayHours,vehicleBreakdown,coldStorageAvailable,storageType,hoursSinceHarvestAtDispatch,storageDelayHours,ripenessLevel,initialDamageLevel,handlingQuality,humidityPercent,transitTimeHours,averageTemperatureC,spoilageStatus,spoilageStatusLabel,spoilageRatePercent,quantitySpoiledCrates,quantityDeliveredCrates,potentialRevenueNgn,deliveredRevenueNgn,financialLossNgn
TXN-2026-005152,FRM-906,LOG-37,2026-10-03T09:30:00,2026-10-03,09:30:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1038.6,240,26.6,6384.0,17521,Plastic Crate,Traditional Open Truck,Fair,1.0,No,No,Open Storage,15.7,8.2,Semi-ripe,Low,Good,79.6,32.3,33.0,0,Not Spoiled,10.3,25,215,4205040,3767015,438025
TXN-2026-005153,FRM-806,LOG-31,2026-06-08T13:45:00,2026-06-08,13:45:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,1224.9,299,24.6,7355.4,17306,Raffia Basket,Traditional Open Truck,Good,2.0,No,Yes,Shaded Storage,16.0,14.8,Ripe,Moderate,Good,73.4,35.5,27.4,0,Not Spoiled,7.5,22,277,5174494,4793762,380732
TXN-2026-005154,FRM-881,LOG-61,2026-01-27T07:45:00,2026-01-27,07:45:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,732.4,278,23.2,6449.6,8902,Sack,Covered Truck,Good,2.0,No,No,Shaded Storage,30.9,10.1,Ripe,Moderate,Fair,40.8,19.9,33.1,0,Not Spoiled,11.3,31,247,2474756,2198794,275962
TXN-2026-005155,FRM-255,LOG-26,2026-08-22T17:30:00,2026-08-22,17:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,1135.6,68,23.4,1591.2,16411,Plastic Crate,Traditional Open Truck,Fair,2.0,No,No,Open Storage,19.9,14.3,Ripe,Low,Fair,86.5,35.5,35.7,0,Not Spoiled,2.4,2,66,1115948,1083126,32822
TXN-2026-005156,FRM-241,LOG-22,2026-06-23T10:45:00,2026-06-23,10:45:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,887.7,104,24.6,2558.4,15881,Wooden Crate,Covered Truck,Fair,4.0,No,No,Open Storage,35.3,1.8,Ripe,Low,Good,82.3,27.7,26.6,0,Not Spoiled,3.8,4,100,1651624,1588100,63524
TXN-2026-005157,FRM-143,LOG-99,2026-01-28T05:45:00,2026-01-28,05:45:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Onitsha,Anambra,Onitsha,N/A,Dry Season,1016.2,149,24.4,3635.6,10440,Sack,Covered Truck,Fair,0.0,No,No,Open Storage,21.3,9.0,Ripe,Low,Good,62.0,27.0,34.8,0,Not Spoiled,13.7,20,129,1555560,1346760,208800
TXN-2026-005158,FRM-662,LOG-85,2026-09-14T18:00:00,2026-09-14,18:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,944.0,182,23.0,4186.0,18439,Raffia Basket,Traditional Open Truck,Good,2.0,No,No,Shaded Storage,12.0,2.5,Semi-ripe,None,Fair,80.1,27.7,32.2,0,Not Spoiled,0.0,0,182,3355898,3355898,0
TXN-2026-005159,FRM-530,LOG-89,2026-06-01T16:30:00,2026-06-01,16:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,962.6,208,26.9,5595.2,13936,Plastic Crate,Covered Truck,Poor,2.0,No,No,No Storage,30.8,9.9,Semi-ripe,Moderate,Poor,69.1,34.2,25.6,0,Not Spoiled,0.0,0,208,2898688,2898688,0
TXN-2026-005160,FRM-361,LOG-38,2026-11-12T16:30:00,2026-11-12,16:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Dry Season,562.6,139,25.8,3586.2,12564,Raffia Basket,Covered Truck,Fair,4.0,No,No,Open Storage,12.6,6.8,Ripe,Low,Fair,49.2,18.9,30.1,0,Not Spoiled,1.4,2,137,1746396,1721268,25128
TXN-2026-005161,FRM-850,LOG-19,2026-11-20T09:15:00,2026-11-20,09:15:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,1045.2,152,22.7,3450.4,10030,Plastic Crate,Covered Truck,Poor,2.0,Yes,Yes,Shaded Storage,17.6,2.0,Ripe,None,Good,56.5,46.2,31.2,0,Not Spoiled,15.3,23,129,1524560,1293870,230690
TXN-2026-005162,FRM-253,LOG-81,2026-02-09T08:30:00,2026-02-09,08:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,877.0,279,23.2,6472.8,9177,Sack,Traditional Open Truck,Poor,4.0,No,Yes,Open Storage,17.0,12.9,Semi-ripe,Moderate,Good,43.0,34.1,36.6,0,Not Spoiled,12.3,34,245,2560383,2248365,312018
TXN-2026-005163,FRM-181,LOG-85,2026-04-10T14:30:00,2026-04-10,14:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Rainy Season,607.3,297,23.0,6831.0,20868,Wooden Crate,Covered Truck,Fair,1.0,No,Yes,Cold Storage,7.7,4.4,Unripe,Moderate,Good,75.8,17.3,31.3,0,Not Spoiled,9.0,27,270,6197796,5634360,563436
TXN-2026-005164,FRM-915,LOG-33,2026-08-03T05:00:00,2026-08-03,05:00:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1250.9,100,22.4,2240.0,15805,Plastic Crate,Covered Truck,Fair,2.0,No,Yes,Shaded Storage,26.8,12.5,Overripe,None,Poor,88.8,33.6,29.7,0,Not Spoiled,4.4,4,96,1580500,1517280,63220
TXN-2026-005165,FRM-601,LOG-87,2026-06-17T05:00:00,2026-06-17,05:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,1221.2,218,26.2,5711.6,21211,Raffia Basket,Covered Truck,Good,4.0,Yes,No,No Storage,10.8,7.1,Semi-ripe,None,Fair,70.9,36.8,24.0,0,Not Spoiled,2.4,5,213,4623998,4517943,106055
TXN-2026-005166,FRM-295,LOG-59,2026-11-17T07:00:00,2026-11-17,07:00:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,1168.4,221,27.3,6033.3,9111,Raffia Basket,Covered Truck,Poor,2.0,No,Yes,Open Storage,21.7,15.2,Ripe,Low,Poor,41.3,35.8,35.2,0,Not Spoiled,12.9,29,192,2013531,1749312,264219
TXN-2026-005167,FRM-147,LOG-42,2026-07-21T18:15:00,2026-07-21,18:15:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,1008.7,278,23.1,6421.8,14388,Plastic Crate,Traditional Open Truck,Fair,2.0,No,Yes,Shaded Storage,16.1,7.3,Ripe,Low,Poor,87.8,32.1,26.5,0,Not Spoiled,11.3,31,247,3999864,3553836,446028
TXN-2026-005168,FRM-642,LOG-65,2026-03-31T05:45:00,2026-03-31,05:45:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,1004.9,148,23.8,3522.4,8990,Raffia Basket,Traditional Open Truck,Poor,0.0,No,Yes,Cold Storage,33.8,17.8,Semi-ripe,Low,Poor,49.3,34.8,37.7,1,Spoiled,63.9,95,53,1330520,476470,854050
TXN-2026-005169,FRM-547,LOG-91,2026-09-25T17:00:00,2026-09-25,17:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,960.5,76,26.5,2014.0,19156,Raffia Basket,Traditional Open Truck,Poor,4.0,No,Yes,Shaded Storage,21.5,1.2,Unripe,Moderate,Poor,66.7,34.5,30.7,0,Not Spoiled,18.7,14,62,1455856,1187672,268184
TXN-2026-005170,FRM-630,LOG-53,2026-12-12T10:30:00,2026-12-12,10:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Onitsha,Anambra,Onitsha,N/A,Dry Season,1056.9,257,27.3,7016.1,11567,Wooden Crate,Traditional Open Truck,Fair,2.0,No,Yes,Shaded Storage,27.4,1.1,Ripe,None,Fair,48.8,33.7,42.2,0,Not Spoiled,3.9,10,247,2972719,2857049,115670
TXN-2026-005171,FRM-396,LOG-62,2026-06-20T14:30:00,2026-06-20,14:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Onitsha,Anambra,Onitsha,N/A,Rainy Season,1048.4,239,26.2,6261.8,21351,Raffia Basket,Traditional Open Truck,Fair,4.0,No,No,Open Storage,21.1,3.2,Unripe,None,Good,70.2,33.8,29.9,0,Not Spoiled,2.0,5,234,5102889,4996134,106755
TXN-2026-005172,FRM-494,LOG-84,2026-07-28T12:30:00,2026-07-28,12:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,1251.7,285,22.4,6384.0,21341,Plastic Crate,Traditional Open Truck,Poor,0.0,Yes,No,No Storage,10.4,16.4,Overripe,None,Fair,66.7,47.4,28.6,0,Not Spoiled,0.6,2,283,6082185,6039503,42682
TXN-2026-005173,FRM-808,LOG-92,2026-08-09T10:30:00,2026-08-09,10:30:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,895.3,277,25.0,6925.0,15480,Raffia Basket,Covered Truck,Fair,2.0,No,Yes,Shaded Storage,26.7,11.7,Ripe,Moderate,Good,68.0,24.8,21.9,0,Not Spoiled,0.0,0,277,4287960,4287960,0
TXN-2026-005174,FRM-728,LOG-12,2026-05-20T08:15:00,2026-05-20,08:15:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Rainy Season,537.7,75,22.6,1695.0,22227,Plastic Crate,Traditional Open Truck,Fair,2.0,No,No,Open Storage,7.2,0.7,Semi-ripe,Low,Poor,72.4,19.0,28.6,0,Not Spoiled,3.4,3,72,1667025,1600344,66681
TXN-2026-005175,FRM-900,LOG-78,2026-02-22T12:45:00,2026-02-22,12:45:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Dry Season,538.3,100,26.3,2630.0,11210,Raffia Basket,Covered Truck,Fair,1.0,No,Yes,Shaded Storage,21.0,15.0,Unripe,Moderate,Fair,47.1,17.8,28.7,0,Not Spoiled,3.5,4,96,1121000,1076160,44840
TXN-2026-005176,FRM-825,LOG-68,2026-09-06T15:30:00,2026-09-06,15:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,1005.5,184,24.4,4489.6,23245,Raffia Basket,Refrigerated Reefer Van,Poor,0.0,No,No,Shaded Storage,16.9,15.1,Unripe,Moderate,Good,66.2,28.5,16.8,0,Not Spoiled,4.6,8,176,4277080,4091120,185960
TXN-2026-005177,FRM-734,LOG-71,2026-02-21T05:30:00,2026-02-21,05:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,1157.9,300,25.2,7560.0,9672,Raffia Basket,Traditional Open Truck,Good,0.0,No,No,Open Storage,23.3,3.0,Unripe,None,Fair,46.3,31.3,33.3,0,Not Spoiled,5.9,18,282,2901600,2727504,174096
TXN-2026-005178,FRM-956,LOG-42,2026-03-19T11:30:00,2026-03-19,11:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,1223.7,192,22.1,4243.2,12674,Plastic Crate,Traditional Open Truck,Poor,2.0,No,No,Open Storage,21.2,13.7,Ripe,None,Fair,68.2,42.2,32.8,1,Spoiled,40.2,77,115,2433408,1457510,975898
TXN-2026-005179,FRM-193,LOG-14,2026-12-05T06:15:00,2026-12-05,06:15:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Dry Season,761.8,213,25.9,5516.7,8979,Plastic Crate,Traditional Open Truck,Fair,1.0,No,No,Open Storage,23.5,2.3,Semi-ripe,Moderate,Fair,51.3,25.0,38.8,0,Not Spoiled,7.0,15,198,1912527,1777842,134685
TXN-2026-005180,FRM-405,LOG-11,2026-08-20T17:45:00,2026-08-20,17:45:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,817.1,172,26.7,4592.4,20797,Plastic Crate,Covered Truck,Fair,2.0,Yes,Yes,Shaded Storage,5.9,11.9,Overripe,Moderate,Good,69.4,32.1,27.5,0,Not Spoiled,7.1,12,160,3577084,3327520,249564
TXN-2026-005181,FRM-677,LOG-24,2026-03-28T08:30:00,2026-03-28,08:30:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,873.5,75,24.8,1860.0,12588,Plastic Crate,Refrigerated Reefer Van,Fair,1.0,No,No,Open Storage,4.6,4.2,Overripe,Low,Fair,69.8,18.5,13.1,0,Not Spoiled,6.5,5,70,944100,881160,62940
TXN-2026-005182,FRM-952,LOG-83,2026-09-14T14:45:00,2026-09-14,14:45:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,1166.1,60,24.7,1482.0,16283,Plastic Crate,Traditional Open Truck,Poor,2.0,No,No,Open Storage,16.8,14.9,Semi-ripe,None,Good,72.7,41.3,30.9,0,Not Spoiled,0.9,1,59,976980,960697,16283
TXN-2026-005183,FRM-844,LOG-76,2026-02-05T15:00:00,2026-02-05,15:00:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,1016.0,219,25.8,5650.2,9527,Wooden Crate,Covered Truck,Poor,1.0,No,No,Open Storage,16.7,0.3,Semi-ripe,Low,Good,38.1,32.0,28.5,0,Not Spoiled,0.0,0,219,2086413,2086413,0
TXN-2026-005184,FRM-568,LOG-20,2026-07-12T05:15:00,2026-07-12,05:15:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,965.3,299,27.9,8342.1,19467,Plastic Crate,Traditional Open Truck,Good,1.0,No,No,Open Storage,15.9,10.5,Ripe,None,Fair,70.6,27.8,33.8,0,Not Spoiled,3.9,12,287,5820633,5587029,233604
TXN-2026-005185,FRM-515,LOG-64,2026-03-03T15:30:00,2026-03-03,15:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Lagos (Mile 12),Lagos,Lagos,Mile 12,Dry Season,1132.6,213,26.4,5623.2,14260,Plastic Crate,Traditional Open Truck,Fair,1.0,No,No,Shaded Storage,17.6,10.6,Semi-ripe,Low,Fair,44.8,33.9,34.5,0,Not Spoiled,9.1,19,194,3037380,2766440,270940
TXN-2026-005186,FRM-652,LOG-41,2026-09-10T19:45:00,2026-09-10,19:45:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,749.8,252,24.7,6224.4,20666,Plastic Crate,Covered Truck,Poor,1.0,No,Yes,Cold Storage,22.7,7.1,Ripe,None,Good,85.9,25.3,28.0,0,Not Spoiled,4.7,12,240,5207832,4959840,247992
TXN-2026-005187,FRM-829,LOG-51,2026-04-03T14:30:00,2026-04-03,14:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,1210.3,289,22.7,6560.3,17550,Plastic Crate,Covered Truck,Good,1.0,No,No,Shaded Storage,7.5,16.3,Ripe,None,Poor,86.0,29.1,25.5,0,Not Spoiled,0.0,0,289,5071950,5071950,0
TXN-2026-005188,FRM-877,LOG-67,2026-09-20T07:30:00,2026-09-20,07:30:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,802.7,235,23.2,5452.0,20481,Wooden Crate,Covered Truck,Fair,2.0,No,No,No Storage,6.9,16.6,Ripe,Low,Fair,85.9,21.9,25.6,0,Not Spoiled,5.6,13,222,4813035,4546782,266253
TXN-2026-005189,FRM-216,LOG-71,2026-12-23T18:00:00,2026-12-23,18:00:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,1219.3,79,23.8,1880.2,11795,Raffia Basket,Traditional Open Truck,Poor,1.0,No,Yes,Shaded Storage,27.9,0.6,Ripe,Severe,Fair,50.1,37.9,30.4,1,Spoiled,54.0,43,36,931805,424620,507185
TXN-2026-005190,FRM-277,LOG-97,2026-03-04T19:30:00,2026-03-04,19:30:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Dry Season,732.6,140,23.3,3262.0,11421,Raffia Basket,Traditional Open Truck,Fair,1.0,No,No,Open Storage,3.1,12.0,Semi-ripe,Severe,Poor,59.7,25.4,41.7,0,Not Spoiled,5.7,8,132,1598940,1507572,91368
TXN-2026-005191,FRM-254,LOG-72,2026-11-16T14:15:00,2026-11-16,14:15:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,951.2,264,26.5,6996.0,11538,Sack,Traditional Open Truck,Fair,4.0,No,No,No Storage,31.2,15.4,Ripe,None,Poor,58.7,30.7,41.0,0,Not Spoiled,16.5,44,220,3046032,2538360,507672
TXN-2026-005192,FRM-700,LOG-29,2026-10-02T13:00:00,2026-10-02,13:00:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,834.5,258,22.2,5727.6,17864,Plastic Crate,Traditional Open Truck,Fair,2.0,No,No,Open Storage,26.2,8.5,Ripe,Low,Poor,75.9,26.0,30.0,1,Spoiled,55.8,144,114,4608912,2036496,2572416
TXN-2026-005193,FRM-337,LOG-43,2026-05-08T07:00:00,2026-05-08,07:00:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Onitsha,Anambra,Onitsha,N/A,Rainy Season,713.2,121,22.9,2770.9,16180,Plastic Crate,Traditional Open Truck,Poor,2.0,No,No,Open Storage,22.9,14.4,Semi-ripe,Moderate,Fair,66.7,29.4,26.9,1,Spoiled,69.2,84,37,1957780,598660,1359120
TXN-2026-005194,FRM-554,LOG-64,2026-11-08T14:45:00,2026-11-08,14:45:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,806.8,241,26.1,6290.1,8965,Raffia Basket,Refrigerated Reefer Van,Fair,0.0,No,No,Shaded Storage,11.7,13.2,Semi-ripe,None,Poor,52.8,16.6,16.1,0,Not Spoiled,8.8,21,220,2160565,1972300,188265
TXN-2026-005195,FRM-178,LOG-62,2026-06-05T11:00:00,2026-06-05,11:00:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1028.7,128,26.0,3328.0,23261,Raffia Basket,Refrigerated Reefer Van,Fair,2.0,No,Yes,Open Storage,19.0,5.0,Overripe,Severe,Fair,80.2,24.1,11.2,1,Spoiled,23.9,31,97,2977408,2256317,721091
TXN-2026-005196,FRM-979,LOG-18,2026-08-17T19:00:00,2026-08-17,19:00:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,1130.0,88,23.1,2032.8,19002,Plastic Crate,Refrigerated Reefer Van,Poor,0.0,No,Yes,Open Storage,6.9,7.8,Ripe,None,Fair,66.2,29.2,18.9,0,Not Spoiled,7.6,7,81,1672176,1539162,133014
TXN-2026-005197,FRM-124,LOG-63,2026-06-28T08:30:00,2026-06-28,08:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Onitsha,Anambra,Onitsha,N/A,Rainy Season,1032.9,206,24.6,5067.6,14677,Sack,Covered Truck,Good,1.0,No,No,Shaded Storage,23.1,7.6,Semi-ripe,Low,Good,91.9,25.2,24.3,0,Not Spoiled,0.0,0,206,3023462,3023462,0
TXN-2026-005198,FRM-141,LOG-49,2026-11-25T14:15:00,2026-11-25,14:15:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Ibadan (Bodija),Oyo,Ibadan,Bodija,Dry Season,851.1,99,27.2,2692.8,11940,Plastic Crate,Covered Truck,Good,2.0,No,Yes,Shaded Storage,35.0,6.6,Semi-ripe,Low,Poor,41.9,22.2,35.1,0,Not Spoiled,0.0,0,99,1182060,1182060,0
TXN-2026-005199,FRM-932,LOG-53,2026-01-12T09:15:00,2026-01-12,09:15:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,736.2,52,26.7,1388.4,13932,Plastic Crate,Traditional Open Truck,Good,0.0,No,No,Shaded Storage,31.8,5.7,Overripe,Low,Good,56.6,22.1,38.7,1,Spoiled,51.0,27,25,724464,348300,376164
TXN-2026-005200,FRM-833,LOG-88,2026-07-21T16:45:00,2026-07-21,16:45:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Rainy Season,1057.8,272,23.8,6473.6,21357,Raffia Basket,Covered Truck,Poor,1.0,No,No,Open Storage,13.7,17.4,Ripe,None,Fair,87.8,31.6,23.8,0,Not Spoiled,4.7,13,259,5809104,5531463,277641
TXN-2026-005201,FRM-962,LOG-83,2026-05-24T11:30:00,2026-05-24,11:30:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,1047.7,145,24.4,3538.0,20095,Raffia Basket,Covered Truck,Good,1.0,No,No,Open Storage,21.1,8.5,Unripe,None,Good,91.2,25.3,26.0,0,Not Spoiled,6.6,10,135,2913775,2712825,200950
TXN-2026-005202,FRM-698,LOG-66,2026-08-12T13:45:00,2026-08-12,13:45:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,893.3,70,25.5,1785.0,15843,Raffia Basket,Covered Truck,Poor,4.0,No,No,Open Storage,22.1,6.1,Unripe,None,Fair,81.6,30.5,20.8,0,Not Spoiled,0.6,0,70,1109010,1109010,0
TXN-2026-005203,FRM-725,LOG-54,2026-02-22T05:45:00,2026-02-22,05:45:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,1250.9,183,26.9,4922.7,13694,Wooden Crate,Covered Truck,Good,2.0,No,No,Shaded Storage,2.5,1.7,Ripe,Moderate,Poor,58.8,31.0,31.1,0,Not Spoiled,1.5,3,180,2506002,2464920,41082
TXN-2026-005204,FRM-993,LOG-81,2026-02-27T18:00:00,2026-02-27,18:00:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Onitsha,Anambra,Onitsha,N/A,Dry Season,605.6,219,25.1,5496.9,10385,Plastic Crate,Covered Truck,Good,4.0,No,No,Open Storage,30.1,11.1,Ripe,Severe,Fair,55.9,19.6,25.6,0,Not Spoiled,9.6,21,198,2274315,2056230,218085
TXN-2026-005205,FRM-753,LOG-11,2026-07-21T13:15:00,2026-07-21,13:15:00,Synthetic prototype,1.0.0,Gombe,Gombe,Gombe,N/A,Lagos (Mile 12),Lagos,Lagos,Mile 12,Rainy Season,1194.8,241,26.2,6314.2,21121,Plastic Crate,Covered Truck,Fair,0.0,No,Yes,No Storage,19.5,10.1,Semi-ripe,Moderate,Fair,65.3,28.6,24.8,0,Not Spoiled,6.3,15,226,5090161,4773346,316815
TXN-2026-005206,FRM-261,LOG-34,2026-11-28T14:45:00,2026-11-28,14:45:00,Synthetic prototype,1.0.0,Kaduna (Zaria),Kaduna,Zaria,N/A,Port Harcourt (Oil Mill),Rivers,Port Harcourt,Oil Mill,Dry Season,1035.0,76,25.1,1907.6,13428,Plastic Crate,Traditional Open Truck,Good,0.0,Yes,No,No Storage,5.8,17.4,Unripe,Severe,Poor,61.4,34.8,42.0,1,Spoiled,39.3,30,46,1020528,617688,402840
TXN-2026-005207,FRM-157,LOG-51,2026-08-26T11:00:00,2026-08-26,11:00:00,Synthetic prototype,1.0.0,Kano (Yankaba),Kano,Kano,Yankaba,Onitsha,Anambra,Onitsha,N/A,Rainy Season,1106.8,203,24.0,4872.0,17496,Raffia Basket,Traditional Open Truck,Fair,1.0,No,Yes,Cold Storage,34.3,0.1,Ripe,None,Fair,66.8,33.5,31.1,0,Not Spoiled,10.7,22,181,3551688,3166776,384912
TXN-2026-005208,FRM-262,LOG-47,2026-05-16T09:00:00,2026-05-16,09:00:00,Synthetic prototype,1.0.0,Jos (Fadan Karshi),Plateau,Jos,Fadan Karshi,Ibadan (Bodija),Oyo,Ibadan,Bodija,Rainy Season,804.0,100,27.1,2710.0,15472,Raffia Basket,Covered Truck,Fair,1.0,Yes,No,No Storage,17.0,9.4,Semi-ripe,Moderate,Good,90.4,27.5,27.9,0,Not Spoiled,6.3,6,94,1547200,1454368,92832
